Ensembl_ID	External_Gene_Name
ENSMUSG00000069917.7	HBA-A2
ENSMUSG00000069919.7	HBA-A1
ENSMUSG00000069920.8	B3GNT9
ENSMUSG00000069922.9	CES3A
ENSMUSG00000069925.5	4932416K20RIK
ENSMUSG00000069939.8	GM12070
ENSMUSG00000069962.3	GM5356
ENSMUSG00000069971.5	4933402J07RIK
ENSMUSG00000069972.6	RPS13-PS2
ENSMUSG00000069986.3	GM8054
ENSMUSG00000069996.2	GM7125
ENSMUSG00000069998.4	OLFR372
ENSMUSG00000070000.11	FCHO1
ENSMUSG00000070002.6	ELL
ENSMUSG00000070003.6	SSBP4
ENSMUSG00000070023.5	GM10283
ENSMUSG00000070025.8	GM10284
ENSMUSG00000070031.9	SP140
ENSMUSG00000070034.11	SP110
ENSMUSG00000070044.13	FAM149A
ENSMUSG00000070047.10	FAT1
ENSMUSG00000070056.5	MFHAS1
ENSMUSG00000070063.1	SNORA33
ENSMUSG00000070065.1	MIR451A
ENSMUSG00000070071.1	MIR465
ENSMUSG00000070072.1	MIR433
ENSMUSG00000070073.1	MIR470
ENSMUSG00000070074.1	MIR484
ENSMUSG00000070075.1	MIR490
ENSMUSG00000070076.2	MIR127
ENSMUSG00000070077.2	MIR491
ENSMUSG00000070078.1	MIR463
ENSMUSG00000070080.1	MIR431
ENSMUSG00000070081.2	MIR505
ENSMUSG00000070084.3	MIR486
ENSMUSG00000070099.1	MIR466
ENSMUSG00000070100.1	MIR362
ENSMUSG00000070101.1	MIR341
ENSMUSG00000070102.1	MIR455
ENSMUSG00000070103.2	MIR488
ENSMUSG00000070104.1	MIR471
ENSMUSG00000070105.3	MIR495
ENSMUSG00000070106.1	MIR363
ENSMUSG00000070107.1	MIR489
ENSMUSG00000070108.2	MIR500
ENSMUSG00000070109.2	MIR497B
ENSMUSG00000070110.2	MIR504
ENSMUSG00000070111.3	GM10286
ENSMUSG00000070126.1	MIR199A-2
ENSMUSG00000070127.2	MIR146B
ENSMUSG00000070128.3	MIR485
ENSMUSG00000070129.2	MIR136
ENSMUSG00000070130.1	MIR328
ENSMUSG00000070133.1	MIR434
ENSMUSG00000070136.1	MIR496A
ENSMUSG00000070138.1	MIR452
ENSMUSG00000070139.1	MIR532
ENSMUSG00000070140.1	MIR483
ENSMUSG00000070141.2	MIR494
ENSMUSG00000070144.1	MIR1A-1
ENSMUSG00000070150.1	N-R5S152
ENSMUSG00000070166.1	GM25821
ENSMUSG00000070167.1	SNORA57
ENSMUSG00000070170.1	GM24163
ENSMUSG00000070173.1	GM24164
ENSMUSG00000070175.1	GM24162
ENSMUSG00000070178.1	N-R5S71
ENSMUSG00000070182.1	GM24817
ENSMUSG00000070192.1	N-R5S58
ENSMUSG00000070203.1	GM22444
ENSMUSG00000070209.1	N-R5S27
ENSMUSG00000070214.1	GM23058
ENSMUSG00000070219.1	N-R5S13
ENSMUSG00000070225.1	N-R5S33
ENSMUSG00000070227.1	GM24704
ENSMUSG00000070235.1	GM26329
ENSMUSG00000070236.1	GM26327
ENSMUSG00000070240.1	GM23516
ENSMUSG00000070249.1	GM23520
ENSMUSG00000070258.1	GM25207
ENSMUSG00000070263.1	GM22365
ENSMUSG00000070271.7	GM13268
ENSMUSG00000070280.11	SLC22A14
ENSMUSG00000070282.6	3000002C10RIK
ENSMUSG00000070283.4	NDUFAF3
ENSMUSG00000070284.8	GMPPB
ENSMUSG00000070287.3	SLC35G2
ENSMUSG00000070291.4	DDX43
ENSMUSG00000070298.5	TRCG1
ENSMUSG00000070304.9	SCN2B
ENSMUSG00000070305.8	MPZL3
ENSMUSG00000070306.2	CCDC153
ENSMUSG00000070311.2	OLFR894
ENSMUSG00000070313.6	A630095E13RIK
ENSMUSG00000070315.9	4930581F22RIK
ENSMUSG00000070319.5	EIF3G
ENSMUSG00000070323.9	MMP27
ENSMUSG00000070324.4	FBXW22
ENSMUSG00000070327.11	RNF213
ENSMUSG00000070330.2	TMEM235
ENSMUSG00000070331.11	QRICH2
ENSMUSG00000070332.4	TRIM80
ENSMUSG00000070334.4	KRTAP31-1
ENSMUSG00000070335.4	KRTAP9-1
ENSMUSG00000070336.3	FBXO47
ENSMUSG00000070337.4	GPR179
ENSMUSG00000070342.3	GM10287
ENSMUSG00000070343.3	GM10288
ENSMUSG00000070345.3	HSF5
ENSMUSG00000070348.4	CCND1
ENSMUSG00000070354.11	GM21975
ENSMUSG00000070360.5	AMY2A1
ENSMUSG00000070366.4	PPAPDC1A
ENSMUSG00000070368.7	PROK1
ENSMUSG00000070369.11	ITGAD
ENSMUSG00000070371.9	PRSS36
ENSMUSG00000070372.9	CAPZA1
ENSMUSG00000070374.4	OLFR59
ENSMUSG00000070375.6	OLFR406
ENSMUSG00000070377.3	OLFR43
ENSMUSG00000070378.1	OLFR403
ENSMUSG00000070379.3	OLFR402
ENSMUSG00000070380.1	OLFR401
ENSMUSG00000070382.5	OLFR391-PS
ENSMUSG00000070383.4	OLFR389
ENSMUSG00000070385.10	AMPD1
ENSMUSG00000070388.3	FBXO39
ENSMUSG00000070390.10	NLRP1B
ENSMUSG00000070392.4	GM20634
ENSMUSG00000070394.8	TMEM256
ENSMUSG00000070402.5	GM12302
ENSMUSG00000070407.5	HS3ST3B1
ENSMUSG00000070411.2	OLFR485
ENSMUSG00000070417.2	OLFR2
ENSMUSG00000070419.9	CYP3A57
ENSMUSG00000070420.4	ZSCAN25
ENSMUSG00000070421.3	OLFR658
ENSMUSG00000070423.3	OLFR558
ENSMUSG00000070424.9	ART5
ENSMUSG00000070425.10	XNTRPC
ENSMUSG00000070426.10	RNF121
ENSMUSG00000070427.3	IL18BP
ENSMUSG00000070436.9	SERPINH1
ENSMUSG00000070438.3	OLFR313
ENSMUSG00000070443.6	GM10291
ENSMUSG00000070448.9	VMN2R89
ENSMUSG00000070458.4	VMN2R73
ENSMUSG00000070459.2	OLFR290
ENSMUSG00000070460.3	OLFR291
ENSMUSG00000070461.3	9230112E08RIK
ENSMUSG00000070462.4	MESDC1
ENSMUSG00000070464.1	CCL26
ENSMUSG00000070465.7	GM9696
ENSMUSG00000070469.9	ADAMTSL3
ENSMUSG00000070471.3	ERICH6
ENSMUSG00000070473.4	CLDN3
ENSMUSG00000070476.8	FAM217B
ENSMUSG00000070489.5	4930527J03RIK
ENSMUSG00000070490.4	GM10293
ENSMUSG00000070493.3	CHCHD2
ENSMUSG00000070495.9	CTCFL
ENSMUSG00000070498.3	TMEM132B
ENSMUSG00000070501.11	BC094916
ENSMUSG00000070504.7	FCRL6
ENSMUSG00000070509.13	RGMA
ENSMUSG00000070511.2	GM10295
ENSMUSG00000070520.2	NDNL2
ENSMUSG00000070522.4	GM6505
ENSMUSG00000070524.1	FCRLB
ENSMUSG00000070526.2	PEG12
ENSMUSG00000070527.3	MKRN3
ENSMUSG00000070529.7	WFDC10
ENSMUSG00000070530.5	WFDC16
ENSMUSG00000070531.4	WFDC6B
ENSMUSG00000070532.5	1700084C01RIK
ENSMUSG00000070533.9	WFDC8
ENSMUSG00000070544.6	TOP1
ENSMUSG00000070546.2	MRGPRB3
ENSMUSG00000070547.4	MRGPRB1
ENSMUSG00000070550.2	MRGPRB4
ENSMUSG00000070551.3	MRGPRB5
ENSMUSG00000070552.2	MRGPRX1
ENSMUSG00000070563.4	SPACA4
ENSMUSG00000070564.11	NTN5
ENSMUSG00000070565.9	RASAL2
ENSMUSG00000070568.8	1700039E15RIK
ENSMUSG00000070570.4	SLC17A7
ENSMUSG00000070572.7	TRMT112-PS2
ENSMUSG00000070574.1	2310016G11RIK
ENSMUSG00000070576.4	MN1
ENSMUSG00000070577.5	GM572
ENSMUSG00000070583.1	FV1
ENSMUSG00000070594.8	GM4788
ENSMUSG00000070601.4	VMN2R84
ENSMUSG00000070604.3	VSIG10L
ENSMUSG00000070605.4	GM13251
ENSMUSG00000070606.3	GM10298
ENSMUSG00000070609.3	GM13177
ENSMUSG00000070610.4	GM13127
ENSMUSG00000070616.11	GM13040
ENSMUSG00000070617.2	GM13089
ENSMUSG00000070618.8	BC080695
ENSMUSG00000070619.5	GM13119
ENSMUSG00000070621.3	VMN2R-PS60
ENSMUSG00000070632.4	BTBD8
ENSMUSG00000070637.2	GM694
ENSMUSG00000070639.5	LRRC8B
ENSMUSG00000070641.3	GM16410
ENSMUSG00000070643.9	SOX13
ENSMUSG00000070644.11	ETNK2
ENSMUSG00000070645.5	REN1
ENSMUSG00000070661.6	RNF186
ENSMUSG00000070667.7	RPL31-PS10
ENSMUSG00000070677.6	D5ERTD577E
ENSMUSG00000070683.7	LACTBL1
ENSMUSG00000070686.8	C87414
ENSMUSG00000070687.9	HTR1D
ENSMUSG00000070690.5	5830473C10RIK
ENSMUSG00000070691.8	RUNX3
ENSMUSG00000070692.6	RPS12-PS10
ENSMUSG00000070695.4	CNTNAP5A
ENSMUSG00000070697.4	UTP3
ENSMUSG00000070699.4	SARS2
ENSMUSG00000070702.7	CSN1S1
ENSMUSG00000070704.8	UGT2B36
ENSMUSG00000070705.2	EID2B
ENSMUSG00000070708.5	GTSF1L
ENSMUSG00000070709.10	1700049G17RIK
ENSMUSG00000070713.4	GM10282
ENSMUSG00000070717.1	GM10300
ENSMUSG00000070719.4	PLA2G4D
ENSMUSG00000070720.3	TMEM200B
ENSMUSG00000070729.5	GM12966
ENSMUSG00000070730.9	RMDN3
ENSMUSG00000070732.2	RBM44
ENSMUSG00000070733.11	FRYL
ENSMUSG00000070737.8	GM12942
ENSMUSG00000070738.8	DGKD
ENSMUSG00000070777.4	CEACAM20
ENSMUSG00000070778.5	RPL7A-PS8
ENSMUSG00000070780.9	RBM47
ENSMUSG00000070794.9	BC016548
ENSMUSG00000070796.9	PSG21
ENSMUSG00000070797.3	PSG27
ENSMUSG00000070798.4	PSG25
ENSMUSG00000070799.3	PSG26
ENSMUSG00000070802.5	PNMAL2
ENSMUSG00000070803.6	CITED4
ENSMUSG00000070806.5	ZMYND12
ENSMUSG00000070808.3	GLTSCR1
ENSMUSG00000070810.8	SULT2A6
ENSMUSG00000070811.6	SULT2A2
ENSMUSG00000070814.12	6330408A02RIK
ENSMUSG00000070815.1	VMN1R87
ENSMUSG00000070816.2	VMN1R86
ENSMUSG00000070817.1	VMN1R85
ENSMUSG00000070820.1	OLFR1339
ENSMUSG00000070821.4	OLFR1340
ENSMUSG00000070822.4	ZSCAN18
ENSMUSG00000070823.4	GM1043
ENSMUSG00000070828.7	ZSCAN4F
ENSMUSG00000070834.5	GM13015
ENSMUSG00000070837.4	AURKC
ENSMUSG00000070841.4	VMN2R34
ENSMUSG00000070844.8	VMN2R42
ENSMUSG00000070847.9	VMN2R30
ENSMUSG00000070852.1	OLFR1121
ENSMUSG00000070853.3	OLFR1120
ENSMUSG00000070855.5	OLFR1116
ENSMUSG00000070856.3	OLFR1115
ENSMUSG00000070857.3	OLFR1113
ENSMUSG00000070858.9	GM1673
ENSMUSG00000070866.4	ZFP804A
ENSMUSG00000070867.4	TRABD2B
ENSMUSG00000070868.9	SKINT3
ENSMUSG00000070870.6	CRYGE
ENSMUSG00000070871.8	CCNYL1
ENSMUSG00000070873.5	LILRA5
ENSMUSG00000070875.4	OLFR1100
ENSMUSG00000070877.4	LDLRAD1
ENSMUSG00000070880.8	GAD1
ENSMUSG00000070883.3	CCDC173
ENSMUSG00000070890.3	GM12794
ENSMUSG00000070891.2	GM12689
ENSMUSG00000070896.2	RPL23A-PS1
ENSMUSG00000070900.1	GM10306
ENSMUSG00000070902.5	ZFP352
ENSMUSG00000070904.4	IFNA4
ENSMUSG00000070908.1	GM13288
ENSMUSG00000070923.4	KLHL9
ENSMUSG00000070933.8	SPEER4D
ENSMUSG00000070934.6	RRAGA
ENSMUSG00000070939.7	TGFBRAP1
ENSMUSG00000070942.6	IL1RL2
ENSMUSG00000070943.1	OLFR356
ENSMUSG00000070953.11	RABEPK
ENSMUSG00000070960.4	GM19680
ENSMUSG00000070972.11	DNAJC25
ENSMUSG00000070977.4	DEFB44-PS
ENSMUSG00000070979.5	ACTL7A
ENSMUSG00000070980.4	ACTL7B
ENSMUSG00000070983.2	OLFR270
ENSMUSG00000070984.3	4930552N02RIK
ENSMUSG00000070985.3	ACNAT1
ENSMUSG00000070990.2	FOXE1
ENSMUSG00000070995.8	GM6313
ENSMUSG00000070997.4	1700055D18RIK
ENSMUSG00000070999.2	CCIN
ENSMUSG00000071000.2	OLFR155
ENSMUSG00000071001.4	HRCT1
ENSMUSG00000071005.5	CCL19
ENSMUSG00000071014.8	NDUFB6
ENSMUSG00000071015.2	GM136
ENSMUSG00000071019.9	SDR16C6
ENSMUSG00000071033.1	GM10308
ENSMUSG00000071035.5	GM5499
ENSMUSG00000071036.2	GM10309
ENSMUSG00000071037.5	CAMKMT
ENSMUSG00000071040.1	GM9386
ENSMUSG00000071041.4	GM15210
ENSMUSG00000071042.9	RASGRP3
ENSMUSG00000071047.4	CES1A
ENSMUSG00000071052.3	RPL7A-PS5
ENSMUSG00000071054.10	SAFB
ENSMUSG00000071064.11	ZFP827
ENSMUSG00000071065.3	OLFR806
ENSMUSG00000071068.6	TREML2
ENSMUSG00000071072.10	PTGES3
ENSMUSG00000071073.4	LRRC73
ENSMUSG00000071074.7	YIPF3
ENSMUSG00000071076.5	JUND
ENSMUSG00000071078.5	NR2C2AP
ENSMUSG00000071083.1	GM10311
ENSMUSG00000071084.1	OLFR761
ENSMUSG00000071089.2	TRIM75
ENSMUSG00000071102.1	GM10313
ENSMUSG00000071103.7	1700029J07RIK
ENSMUSG00000071104.7	CCDC110
ENSMUSG00000071112.9	B230216G23RIK
ENSMUSG00000071113.3	MBOAT4
ENSMUSG00000071138.4	TEX24
ENSMUSG00000071141.7	RPL36A-PS3
ENSMUSG00000071147.2	TAS2R140
ENSMUSG00000071149.2	TAS2R115
ENSMUSG00000071150.1	TAS2R121
ENSMUSG00000071151.3	GM4799
ENSMUSG00000071158.7	GM156
ENSMUSG00000071165.3	GM6040
ENSMUSG00000071169.1	DEFB46
ENSMUSG00000071172.10	SRSF3
ENSMUSG00000071176.8	ARHGEF10
ENSMUSG00000071177.4	SERPINA1D
ENSMUSG00000071178.9	SERPINA1B
ENSMUSG00000071179.6	SERPINA16
ENSMUSG00000071180.4	SMIM15
ENSMUSG00000071181.1	3830408C21RIK
ENSMUSG00000071185.2	OLFR1357
ENSMUSG00000071192.5	WFIKKN1
ENSMUSG00000071193.4	GM4938
ENSMUSG00000071195.3	GM10318
ENSMUSG00000071202.4	CCDC78
ENSMUSG00000071203.6	NAIP5
ENSMUSG00000071204.8	GM10319
ENSMUSG00000071207.4	GM8587
ENSMUSG00000071217.6	GM2022
ENSMUSG00000071226.9	CECR2
ENSMUSG00000071229.3	TIMM8A2
ENSMUSG00000071230.5	NPW
ENSMUSG00000071234.2	SYNDIG1L
ENSMUSG00000071235.9	VRTN
ENSMUSG00000071237.4	GM6253
ENSMUSG00000071252.5	2210408I21RIK
ENSMUSG00000071253.6	SLC25A16
ENSMUSG00000071256.3	ZFP213
ENSMUSG00000071262.7	ZFP957
ENSMUSG00000071265.7	1700086L19RIK
ENSMUSG00000071266.11	ZFP946
ENSMUSG00000071267.9	ZFP942
ENSMUSG00000071273.3	GM5145
ENSMUSG00000071275.1	FPR-RS6
ENSMUSG00000071276.1	FPR-RS7
ENSMUSG00000071280.1	GM10322
ENSMUSG00000071281.8	ZFP65
ENSMUSG00000071291.8	ZFP58
ENSMUSG00000071294.1	GM5196
ENSMUSG00000071295.4	GM10323
ENSMUSG00000071302.8	2610044O15RIK8
ENSMUSG00000071303.3	RPS8-PS1
ENSMUSG00000071311.1	GPR31B
ENSMUSG00000071317.3	BVES
ENSMUSG00000071322.10	TCP10A
ENSMUSG00000071324.9	ARMC2
ENSMUSG00000071332.9	E230015B07RIK
ENSMUSG00000071335.4	G630090E17RIK
ENSMUSG00000071337.9	TIA1
ENSMUSG00000071340.1	TRAPPC3L
ENSMUSG00000071341.4	EGR4
ENSMUSG00000071342.4	LSMEM1
ENSMUSG00000071343.2	GM10327
ENSMUSG00000071347.3	C1QTNF9
ENSMUSG00000071350.10	SETDB2
ENSMUSG00000071356.5	REG3B
ENSMUSG00000071359.11	TBPL1
ENSMUSG00000071361.1	MCPT9
ENSMUSG00000071362.2	GM10330
ENSMUSG00000071369.8	MAP3K5
ENSMUSG00000071379.1	HPCAL1
ENSMUSG00000071392.4	ECT2L
ENSMUSG00000071398.6	2410004P03RIK
ENSMUSG00000071414.4	GM6736
ENSMUSG00000071415.6	RPL23
ENSMUSG00000071419.7	RPS15-PS2
ENSMUSG00000071424.7	GRID2
ENSMUSG00000071428.1	VMN1R27
ENSMUSG00000071434.2	9230019H11RIK
ENSMUSG00000071451.7	PSMG4
ENSMUSG00000071452.4	GM11397
ENSMUSG00000071454.11	DTNB
ENSMUSG00000071456.4	1110002L01RIK
ENSMUSG00000071466.1	GM11360
ENSMUSG00000071470.3	CCNB1IP1
ENSMUSG00000071471.2	KRTAP26-1
ENSMUSG00000071475.2	RPL21-PS5
ENSMUSG00000071477.8	ZFP777
ENSMUSG00000071478.5	HIST1H2AD
ENSMUSG00000071481.2	OLFR437
ENSMUSG00000071489.1	PTGDR
ENSMUSG00000071490.3	VMN1R212
ENSMUSG00000071491.1	VMN1R209
ENSMUSG00000071493.4	VMN1R208
ENSMUSG00000071494.4	OLFR455
ENSMUSG00000071497.3	NUTF2-PS1
ENSMUSG00000071506.3	TMEM139
ENSMUSG00000071510.2	OLFR172
ENSMUSG00000071516.2	HIST1H2AI
ENSMUSG00000071517.6	GM10334
ENSMUSG00000071519.6	PRSS3
ENSMUSG00000071521.4	TRY10
ENSMUSG00000071522.2	OLFR263
ENSMUSG00000071528.3	USMG5
ENSMUSG00000071531.2	GPRIN2
ENSMUSG00000071532.6	GM10335
ENSMUSG00000071533.9	PCNP
ENSMUSG00000071537.4	KLRG2
ENSMUSG00000071540.3	3425401B19RIK
ENSMUSG00000071547.3	NT5DC2
ENSMUSG00000071550.11	CFAP44
ENSMUSG00000071551.10	AKR1C19
ENSMUSG00000071552.4	TIGIT
ENSMUSG00000071553.8	CPA2
ENSMUSG00000071561.2	BC100530
ENSMUSG00000071562.5	STFA1
ENSMUSG00000071567.6	A830039N20RIK
ENSMUSG00000071568.5	GM5874
ENSMUSG00000071573.11	RNLS
ENSMUSG00000071586.4	GM10337
ENSMUSG00000071591.2	GM10339
ENSMUSG00000071604.4	FAM189A2
ENSMUSG00000071613.9	GM10340
ENSMUSG00000071629.2	OLFR1477
ENSMUSG00000071632.8	2510002D24RIK
ENSMUSG00000071633.9	GM4952
ENSMUSG00000071636.6	RIMBP3
ENSMUSG00000071637.4	CEBPD
ENSMUSG00000071640.3	STXBP3-PS
ENSMUSG00000071644.8	EEF1G
ENSMUSG00000071645.5	TUT1
ENSMUSG00000071646.7	MTA2
ENSMUSG00000071647.4	EML3
ENSMUSG00000071648.3	ROM1
ENSMUSG00000071649.5	B3GAT3
ENSMUSG00000071650.5	GANAB
ENSMUSG00000071652.6	INTS5
ENSMUSG00000071653.7	1810009A15RIK
ENSMUSG00000071654.5	UQCC3
ENSMUSG00000071655.9	UBXN1
ENSMUSG00000071656.6	LRRN4CL
ENSMUSG00000071657.10	BSCL2
ENSMUSG00000071658.4	GNG3
ENSMUSG00000071659.3	HNRNPUL2
ENSMUSG00000071660.8	TTC9C
ENSMUSG00000071661.6	ZBTB3
ENSMUSG00000071662.3	POLR2G
ENSMUSG00000071665.8	FOXR2
ENSMUSG00000071669.12	SNX29
ENSMUSG00000071671.4	GM10343
ENSMUSG00000071679.4	ZCCHC16
ENSMUSG00000071680.6	GM7123
ENSMUSG00000071686.2	TEX13A
ENSMUSG00000071691.8	GM960
ENSMUSG00000071708.9	SMS
ENSMUSG00000071711.9	MPST
ENSMUSG00000071713.4	CSF2RB
ENSMUSG00000071714.5	CSF2RB2
ENSMUSG00000071715.9	NCF4
ENSMUSG00000071716.4	APOL7E
ENSMUSG00000071719.2	TMEM28
ENSMUSG00000071721.5	1700010D01RIK
ENSMUSG00000071722.4	SPIN4
ENSMUSG00000071723.7	GSPT2
ENSMUSG00000071724.4	SMPD5
ENSMUSG00000071726.2	GM5941
ENSMUSG00000071738.4	CLDN34B3
ENSMUSG00000071745.1	DXBAY18
ENSMUSG00000071748.2	GM14698
ENSMUSG00000071749.2	4933412E24RIK
ENSMUSG00000071750.3	GM7713
ENSMUSG00000071753.9	C230004F18RIK
ENSMUSG00000071757.8	ZHX2
ENSMUSG00000071763.9	4933416I08RIK
ENSMUSG00000071764.1	OLFR1320
ENSMUSG00000071766.10	RHOX12
ENSMUSG00000071767.4	RHOX7A
ENSMUSG00000071769.9	RHOX3H
ENSMUSG00000071770.5	RHOX4E
ENSMUSG00000071771.4	RHOX4B
ENSMUSG00000071772.11	RHOX3A
ENSMUSG00000071773.4	RHOX1
ENSMUSG00000071788.5	GM14525
ENSMUSG00000071793.10	2610005L07RIK
ENSMUSG00000071796.11	6820431F20RIK
ENSMUSG00000071815.6	FTHL17
ENSMUSG00000071816.5	SSXB5
ENSMUSG00000071818.9	4930417O22RIK
ENSMUSG00000071847.10	APCDD1
ENSMUSG00000071855.4	CCDC112
ENSMUSG00000071856.8	MCC
ENSMUSG00000071858.3	GM94
ENSMUSG00000071860.1	2900055J20RIK
ENSMUSG00000071862.2	LRRTM2
ENSMUSG00000071866.9	PPIA
ENSMUSG00000071867.5	GM6304
ENSMUSG00000071890.4	MROH9
ENSMUSG00000071893.4	VMN1R4
ENSMUSG00000071909.2	NUTM2
ENSMUSG00000071937.3	ADAM25
ENSMUSG00000071952.3	GM10351
ENSMUSG00000071984.8	FNDC1
ENSMUSG00000072049.5	VMN2R121
ENSMUSG00000072066.4	6720489N17RIK
ENSMUSG00000072068.4	GM16261
ENSMUSG00000072082.6	CCNF
ENSMUSG00000072100.4	CLDN34B1
ENSMUSG00000072109.9	A530040E14RIK
ENSMUSG00000072115.8	ANG
ENSMUSG00000072145.2	BC061237
ENSMUSG00000072188.4	GM10354
ENSMUSG00000072214.6	43348
ENSMUSG00000072235.5	TUBA1A
ENSMUSG00000072244.7	TRIM6
ENSMUSG00000072249.3	GM5635
ENSMUSG00000072255.3	RPL31-PS17
ENSMUSG00000072258.8	TAF1A
ENSMUSG00000072259.2	GM5592
ENSMUSG00000072294.4	KLF12
ENSMUSG00000072295.5	ALS2CR11
ENSMUSG00000072324.4	GM8420
ENSMUSG00000072381.3	GM10355
ENSMUSG00000072387.3	GM10356
ENSMUSG00000072407.3	GM6419
ENSMUSG00000072419.4	DPPA2
ENSMUSG00000072421.4	GM10357
ENSMUSG00000072423.4	PSMB11
ENSMUSG00000072432.4	GM10358
ENSMUSG00000072437.3	NANOS1
ENSMUSG00000072460.5	ATP5L-PS1
ENSMUSG00000072473.3	1700024G13RIK
ENSMUSG00000072476.5	GM9008
ENSMUSG00000072477.5	GM10360
ENSMUSG00000072479.8	XLR5B
ENSMUSG00000072487.8	MROH5
ENSMUSG00000072492.5	GM10364
ENSMUSG00000072494.7	PPP1R3E
ENSMUSG00000072501.4	PHF20L1
ENSMUSG00000072511.2	HHLA1
ENSMUSG00000072541.1	GM5046
ENSMUSG00000072553.8	GM525
ENSMUSG00000072568.4	FAM84B
ENSMUSG00000072571.2	TMEM253
ENSMUSG00000072572.6	SLC39A2
ENSMUSG00000072573.2	GM10369
ENSMUSG00000072574.3	GM17184
ENSMUSG00000072575.3	EDDM3B
ENSMUSG00000072576.5	GM16020
ENSMUSG00000072582.7	PTRH2
ENSMUSG00000072584.2	GM7489
ENSMUSG00000072589.3	GM10371
ENSMUSG00000072591.8	5930412G12RIK
ENSMUSG00000072592.2	GM10373
ENSMUSG00000072594.3	GM16439
ENSMUSG00000072595.2	4930503E14RIK
ENSMUSG00000072596.4	EAR2
ENSMUSG00000072598.2	ANG6
ENSMUSG00000072599.3	EAR-PS2
ENSMUSG00000072600.3	EAR-PS9
ENSMUSG00000072601.4	EAR1
ENSMUSG00000072605.8	GM10376
ENSMUSG00000072612.2	GM10382
ENSMUSG00000072613.10	1700049E17RIK2
ENSMUSG00000072616.4	GM7853
ENSMUSG00000072618.2	GM10384
ENSMUSG00000072620.3	SLFN2
ENSMUSG00000072621.11	SLFN10-PS
ENSMUSG00000072623.5	ZFP9
ENSMUSG00000072624.2	GM5460
ENSMUSG00000072625.1	GDF2
ENSMUSG00000072640.9	LYRM9
ENSMUSG00000072647.5	ADAM1A
ENSMUSG00000072653.10	ZFP783
ENSMUSG00000072660.4	GM6288
ENSMUSG00000072662.2	MANSC4
ENSMUSG00000072663.9	SPEF2
ENSMUSG00000072664.8	UGT3A1
ENSMUSG00000072672.8	DUXBL3
ENSMUSG00000072673.2	GM10392
ENSMUSG00000072674.8	PLAC9B
ENSMUSG00000072675.10	DUXBL2
ENSMUSG00000072676.9	TMEM254A
ENSMUSG00000072677.4	SOX5IT
ENSMUSG00000072679.8	D6ERTD474E
ENSMUSG00000072680.9	TMEM254C
ENSMUSG00000072683.3	GM7457
ENSMUSG00000072686.2	GM10398
ENSMUSG00000072688.2	GM10399
ENSMUSG00000072692.7	RPL37RT
ENSMUSG00000072693.2	GM10401
ENSMUSG00000072694.7	1500011B03RIK
ENSMUSG00000072704.5	SMIM10L1
ENSMUSG00000072707.1	OLFR31
ENSMUSG00000072708.2	OLFR381
ENSMUSG00000072709.2	OLFR380
ENSMUSG00000072714.1	RPL21-PS4
ENSMUSG00000072717.7	KLRA11-PS
ENSMUSG00000072718.6	KLRA10
ENSMUSG00000072720.7	MYO18B
ENSMUSG00000072721.6	KLRA14-PS
ENSMUSG00000072722.2	GM6588
ENSMUSG00000072723.8	GM10044
ENSMUSG00000072726.3	GM5797
ENSMUSG00000072731.6	GM3715
ENSMUSG00000072738.3	GM16440
ENSMUSG00000072739.4	GM10408
ENSMUSG00000072753.9	9230020A06RIK
ENSMUSG00000072754.7	LRCOL1
ENSMUSG00000072761.8	GM6712
ENSMUSG00000072762.7	4930522L14RIK
ENSMUSG00000072763.2	5430403G16RIK
ENSMUSG00000072768.1	GM10418
ENSMUSG00000072769.4	GM10419
ENSMUSG00000072770.7	ACRBP
ENSMUSG00000072772.3	GRCC10
ENSMUSG00000072774.8	ZFP951
ENSMUSG00000072778.2	VMN2R27
ENSMUSG00000072780.2	VMN2R24
ENSMUSG00000072789.4	GM10420
ENSMUSG00000072791.9	ABCB5
ENSMUSG00000072809.2	9330160F10RIK
ENSMUSG00000072812.4	AHNAK2
ENSMUSG00000072813.5	E330014E10RIK
ENSMUSG00000072814.8	GM7982
ENSMUSG00000072821.4	GM6351
ENSMUSG00000072822.2	BC061212
ENSMUSG00000072825.8	CEP170B
ENSMUSG00000072834.4	GM12298
ENSMUSG00000072837.1	MIR546
ENSMUSG00000072844.6	G530011O06RIK
ENSMUSG00000072845.3	TMPRSS11A
ENSMUSG00000072847.4	A530017D24RIK
ENSMUSG00000072849.8	SERPINA1E
ENSMUSG00000072852.3	2310040G07RIK
ENSMUSG00000072872.2	RYBP
ENSMUSG00000072874.4	GM6116
ENSMUSG00000072875.1	GPR27
ENSMUSG00000072878.4	1700123L14RIK
ENSMUSG00000072884.8	GM10433
ENSMUSG00000072888.2	SAMT2
ENSMUSG00000072889.7	NFXL1
ENSMUSG00000072893.10	4933439C10RIK
ENSMUSG00000072898.3	GM10434
ENSMUSG00000072900.2	MIR540
ENSMUSG00000072902.4	GM10435
ENSMUSG00000072905.5	GM2016
ENSMUSG00000072915.3	GM12258
ENSMUSG00000072919.3	NOXRED1
ENSMUSG00000072923.6	GM10439
ENSMUSG00000072929.6	GM15109
ENSMUSG00000072930.3	GM15107
ENSMUSG00000072931.4	GM15080
ENSMUSG00000072934.8	TRPC5OS
ENSMUSG00000072940.5	GM10443
